6.3916,0.1692,0.7979
5.6581,0.1034,0.6229
5.8073,0.1092,0.6427
6.6002,0.1194,0.7562
6.3144,0.2195,0.7043
5.5256,0.1362,0.2787
6.8148,0.1197,0.8944
5.3582,0.1526,0.7118
5.6604,0.0802,0.8103
6.7021,0.0932,0.3636
6.0516,0.1680,0.8005
6.1886,0.3166,0.2726
6.0727,0.1099,0.4268
5.9002,0.2025,0.1892
5.5042,0.6446,0.1060
6.2431,0.1351,0.7653
